"positionId","amount","eventTime"
"120","53.58","1543982365633"
"120","41.11","1543966918779"
"120","57.60","1543977310993"
"121","59.54","1543945331129"
"121","10.76","1543980185763"
"121","99.08","1543990364125"
"121","90.13","1543989335662"
"122","32.44","1543967337641"
"122","58.59","1543998423523"
"122","90.65","1543995964568"
"122","25.50","1543986159409"
"122","20.32","1543957020841"
"122","98.38","1544011753417"
"123","5.17","1543978775339"
"123","54.95","1544011864032"
"123","17.26","1543942662394"
"123","4.02","1544018681914"
"123","31.52","1543962966374"
"124","70.91","1543994819492"
"124","62.67","1543966867025"
"124","54.12","1544002758245"
"124","15.87","1544007103053"
"124","49.32","1543958395447"
"125","77.64","1543991951698"
"125","60.47","1543942545923"
"125","42.21","1544025479837"
"125","81.85","1544020997060"
"125","25.35","1543941926945"
"126","84.63","1543947062935"
"126","61.86","1543984456816"
"126","48.76","1543994144732"
"126","59.93","1543956585715"
"126","41.57","1544020281947"
"126","1.10","1543969792372"
"127","58.54","1543997556410"
"127","31.19","1543973765602"
"128","71.74","1543977228530"
"128","83.60","1544009652774"
"128","1.62","1544015891718"
"129","35.12","1543940405025"
"129","67.23","1544007504049"
"130","3.93","1543974454278"
"130","58.94","1544016717166"
"131","50.41","1543987990943"
"131","79.25","1543942089115"
"132","97.97","1544003319545"
"132","34.66","1543987113168"
"132","19.24","1544011522155"
"132","30.38","1543954319675"
"132","26.76","1544016173370"
"133","19.67","1544019555261"
"133","1.01","1543989121390"
"133","3.21","1543985858706"
"133","88.40","1543963476280"
"134","43.88","1543991489307"
"134","81.84","1544000450271"
"134","53.10","1543970683374"
"134","39.69","1544007365871"
"134","95.27","1543952441311"
"135","95.70","1543950705363"
"135","20.71","1543947827879"
"135","31.55","1543996602920"
"136","5.79","1544016657311"
"136","53.37","1543957176835"
"136","48.17","1544011433362"
"136","15.63","1543967641003"
"136","43.55","1544006816662"
"137","27.85","1543997641979"
"137","96.70","1543941749983"
"137","63.84","1543942970991"
"137","96.24","1543946314765"
"138","52.78","1543942401578"
"138","52.24","1543985097434"
"138","14.95","1543987195653"
"138","47.16","1544005745696"
"138","92.12","1543987668311"
"138","47.89","1543972297139"
"139","47.76","1543978636585"
"139","25.19","1543999179310"
"140","72.05","1543981820203"
"140","69.21","1544020229748"
"140","24.83","1543954468805"
"140","45.11","1543970313029"
"140","24.49","1543999023496"
"141","64.25","1543987202611"
"141","90.45","1544017528402"
"142","92.67","1543970566211"
"142","82.85","1543959724908"
"142","55.85","1543957483017"
"142","35.74","1543945949451"
"143","11.19","1543963190185"
"143","60.25","1543981973518"
"143","4.28","1543967653943"
"143","81.02","1543971739368"
"144","40.45","1544004579803"
"144","33.21","1544016487650"
"144","37.57","1544012649852"
"144","56.57","1543979542970"
"144","50.05","1543953043475"
"145","13.15","1543982538279"
"145","70.45","1543984653127"
"145","62.63","1544007240382"
"145","56.48","1544001920436"
"145","76.49","1543981602655"
"146","41.71","1543944387138"
"146","95.75","1543950332462"
"146","38.39","1543984815590"
"147","10.40","1543977786566"
"147","32.04","1543988373125"
"148","53.25","1543978452750"
"148","7.19","1543970558547"
"148","50.25","1544014813848"
"149","18.59","1544005098631"
"149","80.71","1544008803378"
"149","64.60","1543981172681"
"150","94.32","1544014522051"
"150","73.47","1544022396309"
"151","28.11","1543966110788"
"151","90.75","1544010488853"
"151","76.61","1544004145430"
"151","33.95","1543983184167"
"151","48.72","1543965604992"
"152","89.26","1543979620594"
"152","63.07","1544008473165"
"152","8.25","1543951205783"
"153","90.59","1544002306669"
"153","74.64","1543979568856"
"153","89.10","1543952744729"
"153","73.29","1543973291074"
"153","68.65","1543980913748"
"153","14.62","1544011869997"
"154","69.79","1543981344603"
"154","25.74","1543951755561"
"154","36.75","1544023938490"
"155","70.03","1543992970198"
"155","15.30","1544000904147"
"156","48.97","1543952188288"
"156","66.55","1543985519001"
"156","99.71","1543962808684"
"156","89.89","1544020964000"
"156","31.58","1543968301931"
"157","83.19","1543952933683"
"157","81.91","1543946070033"
"158","52.70","1543969990910"
"158","27.72","1543949182971"
"158","81.78","1543950951462"
"158","10.22","1543959426152"
"158","74.67","1543946897707"
"159","71.04","1543965373679"
"159","93.93","1544004039031"
"159","45.85","1544018280869"
"159","21.83","1543976868974"
"159","74.41","1544023009626"
"160","7.79","1544008157444"
"160","29.39","1543952976624"
"160","41.48","1544025368198"
"160","38.07","1544022699152"
"160","30.64","1543973193790"
"160","44.47","1544012438746"
"161","71.96","1543973033982"
"161","10.87","1544025509225"
"161","24.46","1544013878284"
"161","69.02","1543979816474"
"161","91.86","1544006967260"
"162","52.90","1544019281441"
"162","70.41","1543995369766"
"163","48.78","1543946479593"
"163","34.53","1544014683686"
"163","81.65","1543949682807"
"163","97.27","1544001102963"
"164","28.51","1543969721695"
"164","65.73","1543985305289"
"164","41.06","1543950283085"
"164","73.75","1543947724158"
"164","62.30","1543943691051"
"164","78.64","1543942854966"
"165","77.45","1543995943603"
"165","92.51","1543972083362"
"166","66.33","1543962537924"
"166","18.81","1543983628040"
"167","52.95","1543956562991"
"167","68.10","1543973918656"
"167","95.12","1544002190875"
"167","97.46","1543984363828"
"167","70.98","1543989462398"
"167","32.19","1544004156710"
"168","5.92","1543983535592"
"168","89.13","1543971106845"
"168","90.85","1543972744584"
"168","1.94","1544026414482"
"169","62.00","1543984467538"
"169","24.23","1543999493712"
"169","47.37","1544022116447"
"170","74.34","1544018572313"
"170","60.50","1543967177239"
"170","39.58","1543985578775"
"170","81.57","1543982921721"
"171","2.31","1543945551841"
"171","86.64","1544026448876"
"172","14.81","1543963038688"
"172","25.19","1543989792407"
"172","40.76","1543985153656"
"172","94.13","1543940132696"
"172","44.36","1543985357360"
"172","11.59","1544019834572"
"173","51.08","1543973086515"
"173","72.28","1543972070584"
"174","71.00","1543964010180"
"174","86.32","1543974122337"
"175","90.58","1543943867896"
"175","6.95","1543945851914"
"176","86.16","1543947375317"
"176","59.18","1543951752425"
"176","4.44","1543986323465"
"176","29.17","1543965659785"
"176","55.56","1543988295266"
"176","79.38","1544007611846"
"177","26.98","1543991575835"
"177","69.83","1543997178116"
"177","75.83","1543941184385"
"177","68.29","1543948513945"
"178","40.75","1543975291472"
"178","75.96","1543954904085"
"178","36.37","1543996560430"
"179","64.41","1543959169468"
"179","54.61","1544026337475"
"180","17.17","1544022306736"
"180","8.53","1543950101847"
"180","12.09","1543989101279"
"181","52.07","1544017085663"
"181","42.43","1543979421930"
"181","71.12","1543976012258"
"181","98.10","1544026150900"
"181","70.12","1543957721041"
"182","67.62","1544023324614"
"182","44.72","1543968245923"
"182","65.98","1544011652469"
"183","86.87","1543950364907"
"183","86.28","1543990205679"
"183","90.83","1543947099557"
"183","71.40","1543967231353"
"183","20.08","1543943487382"
"183","96.38","1543979592473"
"184","47.82","1543974969454"
"184","91.87","1543966872193"
"184","45.61","1543982648734"
"185","84.45","1543974899950"
"185","28.65","1544020958838"
"185","7.71","1543988407367"
"185","10.42","1543956454992"
"185","29.17","1543947584426"
"185","66.09","1544001159004"
"186","18.58","1543989573629"
"186","15.48","1543970929427"
"186","40.37","1543995565301"
"187","46.47","1543977107377"
"187","63.29","1544011668742"
"188","54.08","1544026005863"
"188","44.24","1543974395541"
"188","85.44","1543953480042"
"188","48.69","1543980733169"
"188","74.35","1543991783714"
"188","74.79","1543965666510"
"189","29.20","1544010131754"
"189","73.04","1544009276370"
"189","33.57","1543986350246"
"189","62.85","1544016230402"
"189","23.30","1543987359073"
"190","17.92","1544004852952"
"190","62.10","1543988250153"
"190","77.22","1543961267335"
"190","74.74","1543997262634"
"190","7.39","1543960787632"
"191","65.23","1543979654803"
"191","12.41","1544020962038"
"191","70.56","1544025066206"
"191","98.79","1544015526825"
"191","82.87","1543987630555"
"192","92.60","1543957965402"
"192","10.20","1543978852113"
"192","13.70","1543944265262"
"192","65.79","1544012224576"
"192","69.80","1544006017270"
"193","40.90","1544017421591"
"193","32.29","1544001095509"
"193","88.90","1544010037212"
"193","42.80","1543972743813"
"193","41.65","1543978276521"
"194","45.14","1543996674830"
"194","23.87","1544008249409"
"194","67.55","1543955320037"
"194","70.26","1543991733307"
"194","74.93","1544022239029"
"195","67.75","1544012827534"
"195","96.99","1544025521624"
"196","20.86","1543989472299"
"196","65.60","1543980920672"
"197","93.12","1544019454367"
"197","74.48","1543987363622"
"197","76.98","1544012759286"
"197","22.68","1543975020490"
"197","61.37","1543951349117"
"198","16.02","1543978067666"
"198","82.10","1544000010371"
"198","67.08","1543955111491"
"199","62.36","1544018402933"
"199","33.84","1544002335969"
"199","10.60","1544002034385"
"199","47.78","1544016975821"
"199","86.50","1543995244978"
"200","33.82","1543966284080"
"200","48.68","1544003322444"
"201","18.31","1544025561022"
"201","37.11","1544018937789"
"201","4.64","1543993864482"
"201","1.04","1543967872093"
"201","17.11","1543997080410"
"201","35.88","1543957732896"
"202","52.00","1543990884902"
"202","59.06","1543972856445"
"202","58.54","1543952505599"
"202","21.09","1544025892407"
"202","14.10","1543979892009"
"202","74.39","1544006748456"
"203","14.95","1543966173452"
"203","22.94","1543995839934"
"203","86.19","1543972432592"
"204","15.81","1544008024703"
"204","1.43","1543958568319"
"204","96.60","1544005329142"
"205","95.51","1543977172393"
"205","35.59","1543980984936"
"206","33.55","1544019453488"
"206","16.46","1544006758117"
"206","57.66","1543948189342"
"206","82.13","1543971563766"
"206","84.38","1543941005074"
"206","26.00","1544014622632"
"207","51.67","1544013798630"
"207","78.98","1543991721550"
"207","13.67","1544024043097"
"207","73.71","1543942712136"
"207","16.11","1543969935587"
"207","45.83","1543999547048"
"208","45.74","1543975285079"
"208","55.60","1544014240432"
"208","57.58","1543956022011"
"208","98.23","1544017802438"
"208","48.60","1543964043973"
"208","80.97","1543970897623"
"209","42.89","1543989646389"
"209","81.57","1543942935927"
"209","80.86","1543995961259"
"209","86.28","1544018793803"
"209","99.35","1543952683816"
"210","95.68","1544024671434"
"210","58.52","1544005127290"
"210","63.12","1543947722640"
"210","58.62","1543967828258"
"210","62.91","1544007568181"
"211","29.09","1543960489137"
"211","81.10","1543962741380"
"211","32.57","1543988007489"
"211","3.81","1544015827058"
"212","43.53","1544022788451"
"212","49.68","1543954568702"
"213","41.98","1543986598660"
"213","67.17","1543962230502"
"213","81.62","1543981499768"
"214","71.00","1543963198495"
"214","87.86","1543987387500"
"214","92.70","1543949960297"
"214","64.73","1543960699163"
"214","64.00","1543995349657"
"215","89.29","1543944356664"
"215","65.36","1543964144177"
"216","63.84","1544003603544"
"216","77.31","1543981496796"
"216","68.55","1543958458083"
"217","73.87","1543974894487"
"217","14.55","1543976103472"
"217","88.48","1543971318151"
"218","36.77","1543951630543"
"218","27.40","1543963317699"
"218","19.60","1544001556513"
"218","98.38","1543976445750"
"219","75.63","1544025673502"
"219","27.61","1544016255875"
"219","59.19","1543957905078"
"219","74.14","1543989264149"
"219","10.09","1544023300076"
"219","9.49","1543987319990"
"220","58.77","1543987373523"
"220","63.54","1544007507580"
"220","53.63","1543962783879"
"220","12.08","1543977735012"
"220","36.92","1543971505318"
"221","37.68","1543979306242"
"221","70.70","1543987602006"
"221","34.50","1543968251712"
"221","14.50","1543966500490"
"222","4.85","1543963690017"
"222","17.52","1543945297679"
"222","38.14","1543967525359"
"222","43.32","1543971303898"
"223","1.48","1543995433757"
"223","54.19","1543955425274"
"223","99.68","1543976015134"
"224","87.64","1544003062248"
"224","71.07","1544019624351"
"224","3.54","1543992031308"
"224","34.57","1543986597869"
"224","67.14","1543951231881"
"224","27.01","1543942940824"
"225","81.85","1544015374964"
"225","44.43","1544006068542"
"225","37.17","1543951317344"
"225","32.03","1544015759536"
"225","51.91","1543963695141"
"225","6.81","1543961571184"
"226","37.92","1543953902363"
"226","6.01","1543989316724"
"226","69.35","1543949587309"
"226","3.20","1544013652755"
"227","35.05","1543984372339"
"227","67.38","1543998880945"
"227","83.49","1544007340413"
"227","92.67","1543954010307"
"228","81.36","1543956945947"
"228","6.47","1543981397856"
"229","28.70","1543974336892"
"229","99.83","1544004883988"
"230","35.18","1543954198191"
"230","15.89","1543981146223"
"230","72.12","1543972720871"
"231","91.80","1543982774804"
"231","99.19","1543952710118"
"231","70.08","1543993501507"
"231","70.16","1543979687184"
"231","82.33","1543954780741"
"232","41.28","1544021417565"
"232","75.51","1543957216323"
"232","89.01","1544022706769"
"232","50.64","1543950811089"
"232","70.02","1543999823199"
"232","57.75","1543969153361"
"233","27.67","1543965526224"
"233","71.97","1543953211754"
"233","47.56","1544005814751"
"234","28.06","1543966726289"
"234","55.02","1543974731803"
"234","73.69","1544007334938"
"234","20.64","1544020155255"
"234","48.14","1543943456543"
"234","5.91","1544010273048"
"235","69.58","1543954997520"
"235","39.64","1544011872554"
"235","63.57","1544018089252"
"235","33.20","1544006028156"
"235","26.85","1543998595507"
"235","71.33","1544009121978"
"236","57.83","1544009129749"
"236","21.00","1543990090491"
"236","60.89","1544007413759"
"236","38.38","1543981446386"
"236","80.43","1543940423593"
"236","52.55","1543973038344"
"237","63.76","1544014913926"
"237","77.98","1543997076901"
"237","60.75","1543948216924"
"238","16.78","1543973704575"
"238","89.48","1543973768687"
"239","49.03","1543975589988"
"239","41.84","1543969203757"
"240","99.32","1544004363632"
"240","50.14","1544007720580"
"240","73.41","1544025040397"
"240","1.70","1544025268502"
"241","95.45","1543999099116"
"241","79.68","1543996215233"
"241","97.26","1544022695928"
"241","9.26","1544006372325"
"241","88.25","1543986065464"
"241","51.39","1543973207929"
"242","12.13","1544011249892"
"242","6.29","1543979429610"
"243","49.56","1544009666647"
"243","17.98","1543955766576"
"243","12.98","1543975260657"
"243","69.73","1543966725728"
"243","98.66","1544006668405"
"244","70.79","1543982839469"
"244","4.65","1544000402460"
"244","58.61","1543964159704"
"244","66.95","1544012133443"
"244","3.74","1543996159560"
"244","29.97","1543959091732"
"245","95.01","1543979976265"
"245","84.64","1543979883100"
"246","98.21","1543961020813"
"246","65.81","1543970953963"
"246","1.29","1544011419619"
"246","39.54","1543980414100"
"247","16.94","1543997670494"
"247","48.70","1543985282721"
"247","83.42","1543946348158"
"247","46.48","1544011117936"
"248","6.45","1543965936167"
"248","38.06","1544003424861"
"248","33.51","1544003515036"
"248","48.14","1543986182278"
"248","4.54","1543963948492"
"248","53.42","1544004979703"
"249","73.56","1543990017495"
"249","19.04","1543982936045"
"249","71.86","1543979293701"
"249","88.60","1543968986591"
"249","55.49","1544020775279"
"249","60.28","1543985291761"
"250","70.36","1543959226281"
"250","67.13","1544022207059"
"250","87.64","1543969487867"
"250","82.85","1543955710464"
"251","89.78","1543958140338"
"251","82.54","1543959993133"
"251","72.71","1543964323164"
"251","62.81","1543992626014"
"252","69.41","1543950547912"
"252","96.18","1543971364557"
"252","35.06","1544001688417"
"253","26.58","1543964794430"
"253","73.10","1544024277601"
"254","27.49","1543993397162"
"254","24.04","1543984109685"
"254","73.67","1543953617585"
"255","30.87","1544004101880"
"255","48.70","1544021415250"
